Match Number,HTGD,RED-H,RED-A,POINTS_H,POINTS_A,TOTAL_H_P,TOTAL_A_P,FGS-0,FGS-1,Match_O
1026,0,0,0,27,24,35,0,0,1,Loss
1027,0,0,0,28,38,51,36,0,0,Win
1028,0,0,0,45,54,0,86,1,0,Draw
1029,0,0,0,42,72,41,90,0,0,Draw
1030,0,0,0,55,41,86,53,0,0,Draw
1031,1,0,0,74,32,83,41,0,1,Win
1032,0,0,0,32,42,0,45,0,0,Draw
1033,-1,0,0,54,50,62,63,1,0,Draw
1034,0,0,0,31,23,45,41,0,0,Draw
1035,0,0,0,42,33,53,0,0,0,Draw
1036,1,0,0,43,32,45,41,0,1,Loss
1037,2,0,0,38,27,36,0,0,1,Win
1038,2,0,0,61,77,51,83,0,1,Win
1039,-1,0,0,24,55,41,62,0,1,Loss
1040,0,0,0,62,73,50,90,1,0,Loss
1041,0,0,0,46,27,0,35,0,0,Draw
1042,-1,0,0,43,51,41,63,1,0,Loss
1043,2,0,0,56,31,86,51,0,1,Win
1044,-1,0,0,32,71,45,72,1,0,Win
1045,0,0,0,76,64,90,51,0,0,Win
1046,2,0,0,35,24,41,41,0,1,Draw
1047,0,0,0,61,47,62,0,0,0,Win
1048,0,0,0,27,59,0,86,1,0,Loss
1049,-1,0,0,54,43,63,53,1,0,Win
1050,1,0,0,63,64,50,62,1,0,Win
1051,-1,0,0,62,80,86,83,1,0,Loss
1052,1,0,0,43,34,53,51,0,1,Win
1053,-1,0,0,44,79,36,90,1,0,Loss
1054,2,0,0,47,27,0,0,0,1,Win
1055,0,0,0,35,28,45,35,0,1,Draw
1056,0,0,0,46,44,53,45,1,0,Loss
1057,0,0,0,66,67,50,51,1,0,Loss
1058,2,0,0,9,0,62,41,0,1,Win
1059,0,0,0,3,7,41,45,1,0,Draw
1060,0,0,0,4,4,35,0,1,0,Loss
1061,0,0,0,4,9,51,86,1,0,Loss
1062,1,0,0,15,12,83,51,0,1,Win
1063,1,0,0,3,4,63,41,0,1,Win
1064,0,0,0,6,9,53,72,1,0,Loss
1065,2,0,0,12,9,51,0,0,1,Win
1066,0,0,0,6,18,45,83,0,1,Win
1067,2,0,0,19,8,90,41,0,1,Win
1068,-2,0,0,3,16,41,51,1,0,Loss
1069,0,0,0,9,5,45,51,0,1,Win
1070,1,0,0,13,15,36,86,0,1,Win
1071,0,0,0,22,10,90,41,0,0,Win
1072,-1,1,0,16,6,36,51,1,0,Draw
1073,3,0,0,30,10,83,0,0,1,Win
1074,1,0,0,11,10,35,51,1,0,Draw
1075,1,0,0,25,15,90,63,0,1,Win
1076,0,0,0,17,25,36,72,0,0,Win
1077,0,0,0,22,36,50,83,1,0,Win
1078,1,0,0,10,12,0,41,0,1,Win
1079,0,0,0,36,16,83,63,1,0,Draw
1080,0,0,0,16,18,35,41,0,0,Draw
1081,-1,0,0,34,26,90,62,1,0,Loss
1082,1,0,0,20,10,36,41,0,1,Draw
1083,-1,0,0,27,13,51,0,1,0,Loss
1084,-1,0,0,19,16,0,41,1,0,Draw
1085,0,0,0,27,19,86,0,0,0,Win
1086,2,0,0,29,21,50,45,0,1,Win
1087,1,0,0,21,18,36,63,0,1,Draw
1088,-1,0,0,18,19,45,41,1,0,Draw
1089,0,0,0,21,29,45,0,1,0,Loss
1090,-1,0,0,19,32,0,50,1,0,Loss
1091,2,0,0,23,38,63,50,0,1,Win
1092,0,0,0,44,20,90,0,0,0,Win
1093,0,0,0,37,18,51,35,0,0,Draw
1094,0,1,1,19,19,0,45,1,0,Loss
1095,1,0,0,24,22,41,45,0,1,Win
1096,2,0,0,26,23,63,36,0,1,Win
1097,-1,0,0,20,51,0,83,1,0,Loss
1098,0,0,0,22,29,45,63,1,0,Loss
1099,0,0,0,27,15,53,41,0,0,Win
1100,-1,0,0,34,21,0,0,1,0,Win
1101,2,0,0,55,49,83,72,0,1,Win
1102,2,0,0,31,23,53,0,0,1,Win
1103,1,0,0,16,31,41,45,0,1,Loss
1104,-1,0,0,24,58,0,83,1,0,Loss
1105,-1,0,0,25,43,45,51,1,0,Loss
1106,0,0,0,23,16,0,41,1,0,Loss
1107,0,0,0,34,55,45,72,0,1,Loss
1108,-1,0,0,43,41,0,63,1,0,Draw
1109,1,0,0,29,28,41,45,0,1,Win
1110,-1,0,0,24,24,0,0,1,0,Loss
1111,0,0,0,61,27,83,51,0,1,Win
1112,0,1,0,24,61,35,72,1,0,Loss
1113,0,0,0,35,45,45,62,0,0,Draw
1114,1,1,0,64,27,72,51,0,1,Win
1115,0,0,0,28,24,45,0,0,0,Win
1116,1,0,0,38,44,41,0,0,1,Win
1117,1,0,0,49,27,63,51,0,1,Draw
1118,-1,0,0,38,31,53,45,1,0,Win
1119,2,0,0,59,46,50,0,0,1,Win
1120,1,0,0,58,71,51,72,0,1,Win
1121,-1,0,0,28,58,35,62,1,0,Loss
1122,1,0,0,31,35,51,45,1,0,Win
1123,-1,0,0,34,43,0,41,1,0,Draw
1124,-1,0,1,28,41,35,36,1,0,Loss
1125,0,0,0,71,62,72,50,0,0,Draw
1126,3,0,0,77,43,83,45,0,1,Win
1127,1,0,0,64,36,51,41,0,1,Win
1128,0,0,0,43,57,45,63,0,0,Draw
1129,1,0,0,25,35,41,0,0,1,Win
1130,0,0,0,44,72,41,72,1,0,Win
1131,0,0,0,35,44,0,36,1,0,Win
1132,0,0,0,34,66,51,50,0,1,Draw
1133,2,0,0,82,47,90,45,0,1,Win
1134,0,0,0,29,62,35,86,0,0,Draw
1135,0,0,0,58,28,63,41,0,0,Win
1136,2,0,1,83,36,83,45,0,1,Win
1137,-1,0,0,27,70,0,51,1,0,Win
1138,1,0,0,36,50,41,0,0,1,Win
1139,0,0,0,64,47,62,41,1,0,Loss
1140,3,0,0,72,46,72,53,0,1,Win
1141,0,1,1,0,0,63,75,0,0,Draw
1142,0,0,0,0,0,70,67,0,0,Draw
1143,2,0,0,0,0,64,35,0,1,Win
1144,1,0,0,0,0,50,61,0,1,Win
1145,0,0,0,0,0,39,46,0,0,Draw
1146,1,1,0,0,0,44,50,0,1,Draw
1147,-3,0,0,0,0,36,0,1,0,Loss
1148,2,0,0,0,0,38,47,0,1,Win
1149,2,0,0,0,0,86,0,0,1,Win
1150,2,0,0,0,0,85,0,0,1,Win
1151,3,0,1,1,3,75,0,0,1,Win
1152,0,0,0,1,3,50,50,1,0,Draw
1153,1,0,0,0,3,61,38,0,1,Draw
1154,-1,0,0,0,1,47,70,1,0,Loss
1155,0,0,0,0,1,0,44,0,0,Win
1156,1,0,0,0,1,35,39,0,1,Loss
1157,1,0,0,1,1,67,63,0,1,Win
1158,2,0,0,0,3,0,64,1,0,Win
1159,-1,0,0,1,3,46,85,1,0,Loss
1160,0,0,0,3,4,50,75,1,0,Loss
1161,-1,0,0,3,2,0,46,1,0,Draw
1162,2,0,0,6,0,86,47,0,1,Win
1163,0,0,0,4,0,70,36,1,0,Loss
1164,1,0,0,4,3,38,0,0,1,Draw
1165,1,0,0,4,0,85,35,0,1,Win
1166,-1,1,0,4,4,39,50,1,0,Draw
1167,0,0,0,1,3,63,0,0,0,Win
1168,0,0,0,1,4,44,67,0,0,Win
1169,1,0,0,3,1,64,61,0,1,Win
1170,-2,0,0,0,9,35,86,1,0,Loss
1171,0,0,1,3,4,36,44,1,0,Draw
1172,0,0,0,5,4,50,63,0,0,Draw
1173,0,0,0,1,7,61,85,0,1,Loss
1174,0,0,0,7,5,75,39,0,1,Win
1175,-1,0,0,3,5,46,38,1,0,Win
1176,-1,0,0,4,3,67,50,1,0,Draw
1177,-1,0,0,4,4,0,0,1,0,Loss
1178,0,0,0,3,4,0,70,1,0,Draw
1179,0,0,0,6,5,64,39,0,1,Draw
1180,1,0,0,4,6,50,46,0,1,Draw
1181,-1,0,0,2,4,61,0,1,0,Loss
1182,-1,0,0,5,5,70,38,1,0,Win
1183,-1,0,0,4,6,0,50,1,0,Win
1184,1,0,0,8,5,85,63,0,1,Win
1185,-1,0,0,4,5,36,67,1,0,Loss
1186,4,0,0,12,7,86,0,0,1,Win
1187,-1,0,0,3,0,47,35,1,0,Draw
1188,0,0,0,8,15,67,86,0,0,Win
1189,-1,0,0,11,7,75,0,1,0,Loss
1190,0,0,0,6,4,50,36,0,0,Draw
1191,-1,0,0,7,5,0,50,1,0,Loss
1192,0,0,0,6,11,39,85,0,1,Draw
1193,-1,0,0,5,7,38,64,1,0,Loss
1194,1,0,0,7,4,0,47,0,1,Loss
1195,0,0,1,5,5,36,38,0,0,Win
1196,0,0,0,7,3,50,61,1,0,Loss
1197,0,0,0,7,8,47,50,0,0,Win
1198,0,0,0,11,7,67,0,0,1,Win
1199,-2,0,0,6,7,63,0,1,0,Loss
1200,1,0,0,15,11,86,75,0,1,Win
1201,0,0,0,10,14,0,67,1,0,Loss
1202,0,0,0,11,7,75,50,1,0,Win
1203,1,0,0,8,10,39,47,0,1,Win
1204,0,0,0,9,11,46,70,0,1,Loss
1205,0,1,0,8,8,50,44,0,0,Draw
1206,1,0,0,6,6,61,63,0,1,Win
1207,1,0,0,7,10,50,0,0,1,Win
1208,1,0,0,19,6,86,38,0,1,Win
1209,1,0,0,9,11,44,64,0,1,Win
1210,1,0,0,12,9,0,46,1,0,Win
1211,0,0,0,9,11,36,39,0,0,Draw
1212,0,0,0,6,8,35,0,0,1,Loss
1213,-1,0,0,10,14,47,85,1,0,Loss
1214,0,0,0,6,9,63,50,0,0,Win
1215,-2,1,0,17,14,67,75,1,0,Loss
1216,0,0,0,14,9,70,61,1,0,Draw
1217,0,0,0,9,22,50,86,0,1,Loss
1218,0,0,0,10,10,61,47,0,0,Win
1219,3,0,0,11,12,0,44,0,1,Win
1220,0,0,0,12,9,39,63,1,0,Loss
1221,0,0,0,17,6,75,35,0,0,Win
1222,1,0,2,10,15,0,0,0,1,Win
1223,0,0,0,11,10,64,50,0,0,Draw
1224,1,0,0,12,15,39,70,0,1,Win
1225,0,0,0,11,6,50,35,1,0,Draw
1226,0,0,0,9,10,50,36,0,0,Win
1227,0,0,0,13,13,0,61,0,1,Draw
1228,-1,0,0,12,12,46,64,1,0,Draw
1229,1,0,0,20,9,85,38,0,1,Win
1230,2,0,0,12,10,44,47,0,1,Win
1231,-1,0,0,20,14,75,0,1,0,Loss
1232,-2,0,0,15,17,0,67,1,0,Loss
1233,2,0,0,12,25,63,86,0,1,Win
1234,1,0,0,10,12,47,50,0,1,Win
1235,0,0,0,15,15,70,44,0,0,Draw
1236,0,0,0,13,14,64,0,0,1,Win
1237,1,0,0,25,13,86,46,0,1,Win
1238,-1,0,0,17,12,0,50,1,0,Loss
1239,0,0,0,7,15,35,0,1,0,Draw
1240,-1,0,0,10,15,36,63,1,0,Draw
1241,-1,0,0,9,20,38,75,1,0,Loss
1242,0,0,0,14,15,61,39,1,0,Draw
1243,0,0,0,20,23,67,85,0,0,Draw
1244,3,0,0,16,15,70,50,0,1,Win
1245,0,0,0,8,14,35,0,0,0,Draw
1246,0,0,0,11,16,36,0,0,0,Win
1247,-1,0,0,9,16,38,39,1,0,Loss
1248,0,0,0,13,16,47,63,0,0,Win
1249,-1,0,0,15,23,61,75,1,0,Loss
1250,-1,0,0,28,16,86,44,1,0,Loss
1251,0,0,0,16,24,64,85,0,0,Draw
1252,0,0,0,21,12,67,50,0,0,Draw
1253,0,0,0,17,13,0,46,0,0,Draw
1254,2,0,0,19,18,39,0,0,1,Win
1255,-3,0,0,14,22,46,67,1,0,Loss
1256,2,0,0,26,19,75,70,0,1,Loss
1257,1,0,0,13,28,50,86,0,1,Win
1258,2,0,0,15,9,0,38,0,1,Win
1259,0,0,0,19,15,44,61,1,0,Draw
1260,1,0,0,15,17,50,64,0,1,Win
1261,-1,0,0,16,16,61,0,1,0,Loss
1262,-1,0,0,14,16,46,50,1,0,Draw
1263,3,0,0,28,18,85,50,0,1,Win
1264,0,0,0,19,25,47,67,1,0,Draw
1265,1,0,0,9,14,35,36,0,1,Win
1266,0,0,0,9,20,38,44,0,0,Win
1267,0,0,0,18,28,0,86,0,1,Draw
1268,-1,0,0,22,19,70,63,1,0,Win
1269,-2,0,0,17,26,64,75,1,0,Loss
1270,-1,0,0,22,18,39,0,1,0,Draw
1271,1,0,0,20,12,44,35,0,1,Win
1272,0,0,0,29,15,75,46,0,1,Win
1273,-1,0,0,17,25,50,70,1,0,Draw
1274,2,0,0,18,12,50,38,0,1,Win
1275,2,0,0,19,17,63,64,0,1,Win
1276,1,0,0,19,19,0,0,0,1,Win
1277,0,0,0,15,23,46,44,0,0,Draw
1278,0,0,0,21,19,47,0,1,0,Loss
1279,0,0,0,17,15,61,36,0,0,Draw
1280,-2,0,0,32,18,67,61,1,0,Loss
1281,1,0,0,24,26,44,39,0,1,Win
1282,0,0,0,21,12,50,35,0,0,Draw
1283,1,0,0,31,32,85,75,0,1,Win
1284,0,0,0,23,21,39,50,0,0,Win
1285,1,0,0,12,18,38,50,0,1,Win
1286,1,0,0,26,30,70,86,0,1,Loss
1287,1,0,0,17,22,64,0,0,1,Win
1288,-1,0,0,16,13,46,35,0,1,Loss
1289,0,0,0,22,21,50,47,1,0,Loss
1290,1,0,0,32,31,75,86,0,1,Win
1291,3,0,0,35,20,67,64,0,1,Win
1292,-2,0,0,24,16,47,46,1,0,Loss
1293,0,0,0,27,22,44,0,1,0,Loss
1294,0,0,0,30,22,70,0,0,0,Win
1295,0,0,0,22,22,0,50,1,0,Loss
1296,0,0,0,16,21,35,61,0,1,Draw
1297,0,0,0,18,37,50,85,1,0,Draw
1298,0,0,0,31,29,86,39,0,0,Win
1299,-1,0,0,19,35,36,75,0,1,Draw
1300,0,0,0,22,15,63,38,1,0,Loss
1301,2,0,0,38,25,67,0,0,1,Win
1302,1,0,0,24,22,47,61,0,1,Win
1303,2,0,0,27,25,44,50,0,1,Win
1304,1,0,0,33,19,70,46,0,1,Win
1305,0,0,0,17,18,35,38,0,0,Win
1306,-1,0,0,19,36,50,75,1,0,Loss
1307,0,0,0,34,20,86,64,0,1,Draw
1308,-1,0,0,20,22,36,0,1,0,Loss
1309,0,0,0,22,38,0,85,1,0,Draw
1310,-1,0,0,22,29,63,39,1,0,Win
1311,0,0,0,25,25,0,63,1,0,Win
1312,0,0,0,39,41,75,67,0,0,Draw
1313,0,0,0,21,30,64,44,1,0,Loss
1314,3,0,0,25,20,0,35,0,1,Win
1315,1,0,0,18,35,38,86,0,1,Win
1316,2,0,0,25,25,50,63,0,1,Win
1317,0,0,0,29,20,39,36,0,0,Draw
1318,0,0,0,22,36,61,70,0,1,Win
1319,-1,0,0,25,19,0,50,1,0,Loss
1320,0,0,0,35,28,86,50,0,0,Win
1321,0,0,0,42,21,67,38,1,0,Win
1322,1,0,0,27,30,47,39,0,1,Win
1323,0,0,0,22,28,0,0,1,0,Win
1324,0,0,0,21,22,36,46,0,0,Draw
1325,-2,0,0,20,40,35,75,1,0,Loss
1326,0,0,0,22,21,50,64,0,0,Draw
1327,0,0,0,33,28,44,0,1,0,Draw
1328,-1,0,0,46,27,75,61,1,0,Win
1329,0,0,0,37,41,44,86,0,1,Loss
1330,2,0,0,51,28,85,64,0,1,Win
1331,-1,0,0,25,22,0,36,0,1,Draw
1332,0,0,0,29,26,63,46,0,0,Win
1333,2,0,0,28,48,0,85,0,1,Loss
1334,0,0,0,22,25,36,64,1,0,Loss
1335,-2,0,0,30,38,39,86,1,0,Loss
1336,1,0,0,28,25,50,0,0,1,Win
1337,-1,0,0,21,26,38,63,1,0,Loss
1338,1,0,0,43,22,75,36,0,1,Win
1339,-2,0,0,28,34,0,44,1,0,Loss
1340,-1,0,0,26,20,61,35,1,0,Draw
1341,1,0,0,23,30,46,47,0,1,Win
1342,3,0,0,45,23,85,50,0,1,Win
1343,-1,0,0,23,45,50,67,1,0,Draw
1344,-1,0,0,31,38,50,70,1,0,Loss
1345,-2,0,0,28,21,0,35,1,0,Loss
1346,0,0,0,30,37,47,44,1,0,Win
1347,0,0,0,24,24,35,50,1,0,Loss
1348,0,0,0,44,35,86,63,1,0,Loss
1349,0,0,0,28,29,0,64,1,0,Draw
1350,1,0,0,38,26,63,36,0,1,Draw
1351,3,0,0,26,24,0,35,0,1,Draw
1352,0,0,0,31,31,50,0,0,0,Draw
1353,-1,0,0,27,24,0,38,1,0,Draw
1354,-1,0,0,30,32,50,0,1,0,Loss
1355,0,0,0,30,44,46,86,0,0,Win
1356,1,0,0,33,30,39,61,0,1,Win
1357,1,0,0,54,49,85,67,0,1,Win
1358,1,0,0,50,24,75,38,0,1,Win
1359,0,0,0,27,33,50,47,0,0,Win
1360,2,0,0,29,47,0,70,0,1,Win
1361,1,0,0,53,33,75,47,0,1,Win
1362,0,0,0,30,32,64,50,0,0,Win
1363,2,0,0,30,37,61,44,0,1,Win
1364,0,0,0,35,36,0,39,0,1,Draw
1365,-1,0,0,27,57,36,85,1,0,Loss
1366,2,0,0,25,39,35,63,0,1,Win
1367,1,0,0,49,31,67,46,0,1,Draw
1368,0,0,0,33,28,47,0,0,0,Draw
1369,-1,0,0,45,60,86,85,1,0,Win
1370,0,0,0,37,33,39,64,1,0,Draw
1371,2,0,0,39,60,63,85,0,1,Win
1372,0,0,0,28,47,38,70,0,1,Draw
1373,0,0,0,30,29,50,0,1,0,Loss
1374,0,0,0,56,37,75,44,0,0,Draw
1375,-1,0,0,0,3,36,86,1,0,Loss
1376,-1,0,0,0,6,47,64,1,0,Win
1377,-1,0,0,5,10,44,75,1,0,Draw
1378,1,0,0,1,8,35,70,0,1,Win
1379,0,0,0,5,6,63,44,0,1,Draw
1380,0,0,0,7,2,46,61,0,0,Draw
1381,-1,0,0,4,8,35,46,1,0,Draw
1382,0,0,0,10,7,0,39,1,0,Draw
1383,0,0,0,8,10,70,64,1,0,Win
1384,0,0,0,7,12,44,85,0,0,Draw
1385,1,0,0,5,5,38,35,0,1,Draw
1386,-2,0,0,7,8,0,36,1,0,Draw
1387,2,0,0,13,11,85,0,0,1,Draw
1388,0,0,0,10,18,64,86,0,0,Draw
1389,2,0,0,9,10,46,36,0,1,Win
1390,1,0,0,17,15,85,70,0,1,Win
1391,0,0,0,6,17,38,67,1,0,Win
1392,0,0,0,16,16,0,47,1,0,Loss
1393,1,0,0,25,14,85,36,0,1,Win
1394,3,0,0,16,9,63,35,0,1,Win
1395,0,0,0,14,20,36,47,1,0,Draw
1396,1,0,0,26,23,67,39,0,1,Win
1397,1,0,0,29,16,86,61,0,1,Draw
1398,-1,0,0,12,29,35,67,1,0,Loss
1399,1,0,0,19,22,0,63,0,1,Win
1400,-2,0,0,15,16,38,36,1,0,Loss
1401,-2,0,0,22,32,0,67,1,0,Loss
1402,1,0,0,34,27,85,44,0,1,Win
1403,1,0,0,26,22,39,0,0,1,Win
1404,-1,0,1,20,27,64,70,1,0,Loss
1405,1,0,0,41,27,85,47,0,1,Win
1406,1,0,0,19,22,46,0,0,1,Win
1407,0,0,0,36,44,70,85,0,0,Draw
1408,1,0,0,25,25,63,61,0,1,Draw
1409,0,0,0,29,37,0,70,0,0,Draw
1410,1,0,0,22,45,64,67,0,1,Win
1411,0,0,0,32,30,63,47,0,0,Win
1412,0,0,0,26,30,46,0,0,0,Win
1413,0,0,0,30,21,39,38,0,0,Win
1414,1,0,0,21,54,38,85,1,0,Win
1415,0,0,0,23,31,36,50,1,0,Win
1416,1,0,0,41,33,70,39,0,1,Win
1417,-4,0,0,30,49,0,75,1,0,Draw
1418,3,0,0,46,26,67,0,0,1,Win
1419,0,0,0,27,28,61,0,0,1,Win
1420,1,0,0,28,29,64,46,0,1,Draw
1421,0,0,0,37,44,44,70,0,1,Loss
1422,1,0,1,25,32,38,0,0,1,Win
1423,2,0,0,28,34,35,47,0,1,Win
1424,-1,0,0,36,33,0,61,0,1,Loss
1425,1,0,0,50,27,67,36,0,1,Win
1426,0,0,0,32,32,46,50,0,1,Win
1427,-1,0,0,32,48,0,86,1,0,Loss
1428,0,0,0,36,30,61,50,1,0,Draw
1429,0,0,0,27,31,36,50,1,0,Win
1430,1,0,0,32,57,0,75,0,1,Draw
1431,0,0,0,48,31,70,35,0,0,Draw
1432,1,0,0,34,36,47,0,0,1,Win
1433,0,0,0,60,40,85,39,0,0,Win
1434,1,0,0,37,35,61,46,0,1,Win
1435,-2,0,0,32,32,50,0,1,0,Draw
1436,-1,0,0,33,29,64,38,1,0,Loss
1437,-1,0,0,38,42,44,63,1,0,Loss
1438,0,0,0,51,53,86,67,0,0,Win
1439,0,0,0,30,49,36,70,0,0,Draw
1440,2,0,0,32,63,35,85,0,1,Loss
1441,0,0,0,33,45,0,63,1,0,Win
1442,0,0,0,37,54,47,86,0,1,Draw
1443,2,0,0,36,32,0,38,0,1,Win
1444,1,0,0,40,33,61,64,0,1,Draw
1445,1,0,0,31,40,50,39,0,1,Win
1446,0,0,0,58,33,75,50,0,0,Draw
1447,2,0,0,53,38,67,44,0,1,Win
1448,2,0,0,35,33,46,0,0,1,Win
1449,-3,0,0,32,41,38,61,1,0,Loss
1450,1,0,0,50,38,70,47,0,1,Win
1451,1,0,0,38,36,44,0,0,1,Loss
1452,2,0,0,66,38,85,46,0,1,Win
1453,0,0,0,55,31,86,36,0,0,Win
1454,2,0,0,40,32,39,35,0,1,Win
1455,0,0,0,34,34,50,50,1,0,Draw
1456,1,0,0,34,39,64,0,0,1,Win
1457,-2,0,0,33,59,0,75,1,0,Loss
1458,3,0,0,45,56,63,67,0,1,Win
1459,0,0,0,32,37,35,64,0,1,Loss
1460,-2,0,0,39,58,0,86,0,1,Loss
1461,0,0,0,44,35,61,50,0,0,Win
1462,-2,0,0,33,31,0,36,1,0,Loss
1463,1,0,0,35,38,50,44,0,1,Win
1464,0,0,0,62,48,75,63,0,0,Draw
1465,0,0,0,39,69,0,85,0,0,Draw
1466,-1,0,0,53,63,70,75,1,0,Draw
1467,2,0,0,61,38,86,50,0,1,Win
1468,1,0,0,32,38,38,46,0,1,Draw
1469,0,0,0,54,39,70,0,1,0,Draw
1470,0,0,0,38,34,44,36,1,0,Win
1471,0,0,0,70,47,85,61,0,0,Win
1472,2,0,0,49,38,63,50,0,1,Win
1473,1,0,0,64,32,86,35,0,1,Win
1474,0,0,0,33,40,0,0,1,0,Draw
1475,0,0,0,40,38,64,47,1,0,Draw
1476,1,0,0,43,64,39,75,0,1,Win
1477,0,0,0,35,56,50,67,1,0,Loss
1478,2,0,0,39,33,47,38,0,1,Win
1479,1,0,0,39,46,46,39,0,1,Win
1480,1,0,0,34,47,36,61,0,1,Draw
1481,-1,0,0,40,41,0,64,1,0,Win
1482,-1,0,0,41,42,44,46,1,0,Loss
1483,0,0,0,67,55,86,70,1,0,Win
1484,0,0,0,34,42,0,47,0,0,Draw
1485,1,0,0,35,46,50,39,0,1,Win
1486,1,0,0,59,32,67,35,0,1,Win
1487,1,0,0,52,41,63,0,0,1,Win
1488,0,1,0,38,33,50,38,1,0,Draw
1489,0,0,0,64,73,75,85,0,0,Win
1490,-1,0,0,32,38,35,50,1,0,Draw
1491,0,0,0,55,35,70,0,1,0,Draw
1492,1,0,1,41,39,0,50,0,1,Win
1493,-1,0,0,48,62,61,67,1,0,Win
1494,-1,0,0,46,41,39,44,1,0,Loss
1495,0,0,0,41,35,64,36,1,0,Draw
1496,2,0,0,34,43,38,0,0,1,Win
1497,2,0,0,43,67,47,75,0,1,Win
1498,2,0,0,73,70,85,86,0,1,Win
1499,-3,0,0,45,55,46,63,1,0,Loss
1500,1,0,0,62,56,67,70,0,1,Win
1501,1,0,0,43,51,0,61,0,1,Win
1502,0,0,0,44,37,44,38,1,0,Loss
1503,1,0,0,36,46,0,39,1,0,Win
1504,1,0,0,39,76,50,85,0,1,Draw
1505,-2,0,0,36,33,36,35,1,0,Win
1506,-1,0,0,58,56,63,70,1,0,Loss
1507,0,0,0,77,44,86,0,0,1,Draw
1508,-1,0,0,39,45,50,46,1,0,Loss
1509,-2,0,0,67,42,75,64,1,0,Loss
1510,1,0,0,65,46,67,47,0,1,Win
1511,-3,0,0,40,40,38,50,1,0,Loss
1512,-1,0,0,33,44,35,44,1,0,Loss
1513,0,0,0,59,39,70,50,0,0,Win
1514,0,0,0,46,39,47,36,1,0,Loss
1515,2,0,0,45,46,0,0,0,1,Draw
1516,0,0,0,77,39,85,0,0,1,Win
1517,0,0,0,48,67,46,75,0,1,Draw
1518,0,0,0,51,71,61,86,0,0,Win
1519,-1,0,0,46,68,39,67,1,0,Loss
1520,1,0,0,45,58,64,63,0,1,Win
